"a_o","codigo_comarca","codigo_muncipio","codigo_producto","codigo_provincia","comarca","cultivo","grupo_de_cultivo","municipio","ocupaci_n_primera_regad_o","ocupaci_n_primera_secano","ocupaciones_asociadas_regad_o","ocupaciones_asociadas_secano","ocupaciones_posteriores_regad_o","ocupaciones_posteriores_secano"
"2010","1","114","0007/20","5","AREVALO-MADRIGAL","FRESA Y FRESON","HORTALIZAS","MADRIGAL DE LAS ALTAS TORRES","11",,,,,
"2010","1","114","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","MADRIGAL DE LAS ALTAS TORRES","83",,,,,
"2010","1","114","0007/26","5","AREVALO-MADRIGAL","PUERRO","HORTALIZAS","MADRIGAL DE LAS ALTAS TORRES","4",,,,,
"2010","1","114","0007/32","5","AREVALO-MADRIGAL","GUISANTE VERDE","HORTALIZAS","MADRIGAL DE LAS ALTAS TORRES","10",,,,,
"2010","2","115","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MAELLO",,"360",,,,
"2010","2","115","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MAELLO","20","467",,,,
"2010","2","115","0001/03","5","AVILA","AVENA","CEREALES GRANO","MAELLO","10","32",,,,
"2010","2","115","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MAELLO",,"123",,,,
"2010","2","115","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MAELLO",,"34",,,,
"2010","2","115","0004/09","5","AVILA","GIRASOL","CULTIV. INDUSTRIALES","MAELLO",,"66",,,,
"2010","2","115","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MAELLO","34","354",,,,
"2010","2","115","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MAELLO",,"10",,,,
"2010","3","116","0001/01","5","BARCO AVILA-PIEDRAHITA","TRIGO","CEREALES GRANO","MALPARTIDA DE CORNEJA",,"128",,,,
"2010","3","116","0001/02","5","BARCO AVILA-PIEDRAHITA","CEBADA","CEREALES GRANO","MALPARTIDA DE CORNEJA",,"21",,,,
"2010","3","116","0001/03","5","BARCO AVILA-PIEDRAHITA","AVENA","CEREALES GRANO","MALPARTIDA DE CORNEJA",,"61",,,,
"2010","3","116","0001/04","5","BARCO AVILA-PIEDRAHITA","CENTENO","CEREALES GRANO","MALPARTIDA DE CORNEJA",,"11",,,,
"2010","3","116","0002/06","5","BARCO AVILA-PIEDRAHITA","VEZA","LEGUMINOSAS GRANO","MALPARTIDA DE CORNEJA",,"7",,,,
"2010","3","116","0006/01","5","BARCO AVILA-PIEDRAHITA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MALPARTIDA DE CORNEJA",,"54",,,,
"2010","3","116","0006/10","5","BARCO AVILA-PIEDRAHITA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MALPARTIDA DE CORNEJA",,"38",,,,
"2010","1","117","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","MAMBLAS","19","205",,,,
"2010","1","117","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","MAMBLAS","185","1044",,,,
"2010","1","117","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","MAMBLAS","2","32",,,,
"2010","1","117","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","MAMBLAS","2","4",,,,
"2010","1","117","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","MAMBLAS","7",,,,,
"2010","1","117","0002/12","5","AREVALO-MADRIGAL","OTRAS LEGUMINOSAS","LEGUMINOSAS GRANO","MAMBLAS","6",,,,,
"2010","1","117","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","MAMBLAS",,"8",,,,
"2010","1","117","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","MAMBLAS","6","21",,,,
"2010","1","117","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","MAMBLAS",,"4",,,,
"2010","1","117","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","MAMBLAS","24",,,,,
"2010","1","117","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","MAMBLAS","34",,,,,
"2010","1","117","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","MAMBLAS","4","5",,,,
"2010","1","117","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","MAMBLAS","19","92",,,,
"2010","1","117","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MAMBLAS","4",,,,,
"2010","1","117","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MAMBLAS",,"14",,,,
"2010","1","117","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","MAMBLAS","4","2",,,,
"2010","1","117","0007/24","5","AREVALO-MADRIGAL","CEBOLLA","HORTALIZAS","MAMBLAS","14",,,,,
"2010","2","118","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MANCERA DE ARRIBA","2","378",,,,
"2010","2","118","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MANCERA DE ARRIBA","3","398",,,,
"2010","2","118","0001/03","5","AVILA","AVENA","CEREALES GRANO","MANCERA DE ARRIBA",,"144",,,,
"2010","2","118","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MANCERA DE ARRIBA",,"83",,,,
"2010","2","118","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MANCERA DE ARRIBA",,"18",,,,
"2010","2","118","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","MANCERA DE ARRIBA",,"19",,,,
"2010","2","118","0004/09","5","AVILA","GIRASOL","CULTIV. INDUSTRIALES","MANCERA DE ARRIBA",,"7",,,,
"2010","2","118","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MANCERA DE ARRIBA",,"14",,,,
"2010","2","118","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MANCERA DE ARRIBA",,"23",,,,
"2010","2","119","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MANJABALAGO",,"31",,,,
"2010","2","119","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MANJABALAGO",,"22",,,,
"2010","2","120","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MARLIN",,"36",,,,
"2010","2","121","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MARTIHERRERO",,"2",,,,
"2010","2","121","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MARTIHERRERO",,"1",,,,
"2010","2","121","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MARTIHERRERO",,"2",,,,
"2010","2","121","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MARTIHERRERO",,"4",,,,
"2010","2","121","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MARTIHERRERO",,"3",,,,
"2010","2","122","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MARTINEZ",,"3",,,,
"2010","2","122","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MARTINEZ",,"7",,,,
"2010","2","122","0001/03","5","AVILA","AVENA","CEREALES GRANO","MARTINEZ",,"6",,,,
"2010","2","122","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MARTINEZ",,"74",,,,
"2010","2","123","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MEDIANA DE VOLTOYA",,"48",,,,
"2010","2","123","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MEDIANA DE VOLTOYA",,"165",,,,
"2010","2","123","0001/03","5","AVILA","AVENA","CEREALES GRANO","MEDIANA DE VOLTOYA",,"7",,,,
"2010","2","123","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MEDIANA DE VOLTOYA",,"3",,,,
"2010","2","123","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MEDIANA DE VOLTOYA",,"36",,,,
"2010","3","124","0003/04","5","BARCO AVILA-PIEDRAHITA","PATATA TARDIA","TUBERCULOS","MEDINILLA","2",,,,,
"2010","3","124","0006/01","5","BARCO AVILA-PIEDRAHITA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MEDINILLA",,"4",,,,
"2010","3","126","0001/01","5","BARCO AVILA-PIEDRAHITA","TRIGO","CEREALES GRANO","MESEGAR DE CORNEJA",,"91",,,,
"2010","3","126","0001/02","5","BARCO AVILA-PIEDRAHITA","CEBADA","CEREALES GRANO","MESEGAR DE CORNEJA",,"2",,,,
"2010","3","126","0001/03","5","BARCO AVILA-PIEDRAHITA","AVENA","CEREALES GRANO","MESEGAR DE CORNEJA",,"37",,,,
"2010","3","126","0006/01","5","BARCO AVILA-PIEDRAHITA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MESEGAR DE CORNEJA",,"43",,,,
"2010","6","127","0001/03","5","VALLE DEL TIETAR","AVENA","CEREALES GRANO","MIJARES",,"7",,,,
"2010","6","127","0001/04","5","VALLE DEL TIETAR","CENTENO","CEREALES GRANO","MIJARES",,"3",,,,
"2010","6","127","0002/01","5","VALLE DEL TIETAR","JUDIA SECA","LEGUMINOSAS GRANO","MIJARES","1",,,,,
"2010","6","127","0003/02","5","VALLE DEL TIETAR","PATATA TEMPRANA","TUBERCULOS","MIJARES","1",,,,,
"2010","6","127","0003/03","5","VALLE DEL TIETAR","PATATA MED. ESTACION","TUBERCULOS","MIJARES","1",,,,,
"2010","6","127","0006/01","5","VALLE DEL TIETAR","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MIJARES",,"12",,,,
"2010","6","127","0006/10","5","VALLE DEL TIETAR","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MIJARES",,"48",,,,
"2010","6","127","0006/16","5","VALLE DEL TIETAR","PRADERAS POLIFITAS","CULTIVOS FORRAJEROS","MIJARES","16","142",,,,
"2010","6","127","0006/02","5","VALLE DEL TIETAR","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","MIJARES",,"15",,,,
"2010","6","127","0006/06","5","VALLE DEL TIETAR","ALFALFA","CULTIVOS FORRAJEROS","MIJARES",,"3",,,,
"2010","6","127","0007/11","5","VALLE DEL TIETAR","SANDIA","HORTALIZAS","MIJARES","1",,,,,
"2010","6","127","0007/18","5","VALLE DEL TIETAR","PIMIENTO","HORTALIZAS","MIJARES","1",,,,,
"2010","6","127","0007/23","5","VALLE DEL TIETAR","AJO","HORTALIZAS","MIJARES","1",,,,,
"2010","6","127","0007/03","5","VALLE DEL TIETAR","ESPARRAGO","HORTALIZAS","MIJARES","4",,,,,
"2010","6","127","0007/31","5","VALLE DEL TIETAR","JUDIA VERDE","HORTALIZAS","MIJARES","1",,,,,
"2010","6","127","0007/05","5","VALLE DEL TIETAR","LECHUGA","HORTALIZAS","MIJARES","1",,,,,
"2010","1","128","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","MINGORRIA",,"265",,,,
"2010","1","128","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","MINGORRIA",,"479",,,,
"2010","1","128","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","MINGORRIA",,"183",,,,
"2010","1","128","0001/05","5","AREVALO-MADRIGAL","TRITICALE","CEREALES GRANO","MINGORRIA",,"8",,,,
"2010","1","128","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","MINGORRIA",,"19",,,,
"2010","1","128","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","MINGORRIA",,"13",,,,
"2010","1","128","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MINGORRIA",,"10",,,,
"2010","3","129","0001/02","5","BARCO AVILA-PIEDRAHITA","CEBADA","CEREALES GRANO","MIRON (EL)",,"1",,,,
"2010","3","129","0001/03","5","BARCO AVILA-PIEDRAHITA","AVENA","CEREALES GRANO","MIRON (EL)",,"8",,,,
"2010","3","129","0006/10","5","BARCO AVILA-PIEDRAHITA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MIRON (EL)",,"2",,,,
"2010","2","130","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MIRONCILLO",,"86",,,,
"2010","2","130","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MIRONCILLO",,"27",,,,
"2010","2","130","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MIRONCILLO",,"40",,,,
"2010","2","130","0002/04","5","AVILA","GARBANZO","LEGUMINOSAS GRANO","MIRONCILLO",,"1",,,,
"2010","2","130","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","MIRONCILLO",,"4",,,,
"2010","2","130","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MIRONCILLO",,"3",,,,
"2010","2","130","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MIRONCILLO",,"8",,,,
"2010","2","131","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MIRUEÑA DE LOS INFANZONES",,"123",,,,
"2010","2","131","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MIRUEÑA DE LOS INFANZONES",,"494",,,,
"2010","2","131","0001/03","5","AVILA","AVENA","CEREALES GRANO","MIRUEÑA DE LOS INFANZONES",,"120",,,,
"2010","2","131","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MIRUEÑA DE LOS INFANZONES",,"74",,,,
"2010","2","131","0001/05","5","AVILA","TRITICALE","CEREALES GRANO","MIRUEÑA DE LOS INFANZONES",,"4",,,,
"2010","2","131","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MIRUEÑA DE LOS INFANZONES",,"21",,,,
"2010","2","131","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","MIRUEÑA DE LOS INFANZONES",,"37",,,,
"2010","2","131","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MIRUEÑA DE LOS INFANZONES",,"154",,,,
"2010","2","131","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MIRUEÑA DE LOS INFANZONES",,"110",,,,
"2010","6","132","0001/01","5","VALLE DEL TIETAR","TRIGO","CEREALES GRANO","MOMBELTRAN","31","37",,,,
"2010","6","132","0001/04","5","VALLE DEL TIETAR","CENTENO","CEREALES GRANO","MOMBELTRAN","6","12",,,,
"2010","6","132","0003/03","5","VALLE DEL TIETAR","PATATA MED. ESTACION","TUBERCULOS","MOMBELTRAN","2",,,,,
"2010","6","132","0003/04","5","VALLE DEL TIETAR","PATATA TARDIA","TUBERCULOS","MOMBELTRAN","1",,,,,
"2010","6","132","0006/19","5","VALLE DEL TIETAR","CARDO Y OTROS FORRAJ","CULTIVOS FORRAJEROS","MOMBELTRAN","7","355",,,,
"2010","6","132","0006/02","5","VALLE DEL TIETAR","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","MOMBELTRAN","108","8",,,,
"2010","6","132","0007/01","5","VALLE DEL TIETAR","COL Y REPOLLO","HORTALIZAS","MOMBELTRAN","1",,,,,
"2010","6","132","0007/18","5","VALLE DEL TIETAR","PIMIENTO","HORTALIZAS","MOMBELTRAN","1",,,,,
"2010","6","132","0007/25","5","VALLE DEL TIETAR","CEBOLLETA","HORTALIZAS","MOMBELTRAN","1",,,,,
"2010","6","132","0007/03","5","VALLE DEL TIETAR","ESPARRAGO","HORTALIZAS","MOMBELTRAN","8",,,,,
"2010","6","132","0007/31","5","VALLE DEL TIETAR","JUDIA VERDE","HORTALIZAS","MOMBELTRAN","1",,,,,
"2010","6","132","0007/05","5","VALLE DEL TIETAR","LECHUGA","HORTALIZAS","MOMBELTRAN","1",,,,,
"2010","1","133","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","MONSALUPE",,"225",,,,
"2010","1","133","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","MONSALUPE",,"540",,,,
"2010","1","133","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","MONSALUPE",,"16",,,,
"2010","1","133","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","MONSALUPE",,"95",,,,
"2010","1","133","0002/02","5","AREVALO-MADRIGAL","HABA SECA","LEGUMINOSAS GRANO","MONSALUPE",,"1",,,,
"2010","1","133","0002/04","5","AREVALO-MADRIGAL","GARBANZO","LEGUMINOSAS GRANO","MONSALUPE",,"1",,,,
"2010","1","133","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","MONSALUPE",,"22",,,,
"2010","1","133","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","MONSALUPE",,"147",,,,
"2010","1","133","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MONSALUPE",,"5",,,,
"2010","1","134","0001/01","5","AREVALO-MADRIGAL","TRIGO","CEREALES GRANO","MORALEJA DE MATACABRAS","64","54",,,,
"2010","1","134","0001/02","5","AREVALO-MADRIGAL","CEBADA","CEREALES GRANO","MORALEJA DE MATACABRAS","176","333",,,,
"2010","1","134","0001/03","5","AREVALO-MADRIGAL","AVENA","CEREALES GRANO","MORALEJA DE MATACABRAS","1","20",,,,
"2010","1","134","0001/04","5","AREVALO-MADRIGAL","CENTENO","CEREALES GRANO","MORALEJA DE MATACABRAS","2","72",,,,
"2010","1","134","0001/08","5","AREVALO-MADRIGAL","MAIZ","CEREALES GRANO","MORALEJA DE MATACABRAS","2",,,,,
"2010","1","134","0002/01","5","AREVALO-MADRIGAL","JUDIA SECA","LEGUMINOSAS GRANO","MORALEJA DE MATACABRAS","3",,,,,
"2010","1","134","0002/05","5","AREVALO-MADRIGAL","GUISANTE SECO","LEGUMINOSAS GRANO","MORALEJA DE MATACABRAS","6","4",,,,
"2010","1","134","0002/06","5","AREVALO-MADRIGAL","VEZA","LEGUMINOSAS GRANO","MORALEJA DE MATACABRAS",,"3",,,,
"2010","1","134","0003/04","5","AREVALO-MADRIGAL","PATATA TARDIA","TUBERCULOS","MORALEJA DE MATACABRAS","14",,,,,
"2010","1","134","0004/02","5","AREVALO-MADRIGAL","REMOLACHA AZUCARERA","CULTIV. INDUSTRIALES","MORALEJA DE MATACABRAS","28",,,,,
"2010","1","134","0004/21","5","AREVALO-MADRIGAL","COLZA","CULTIV. INDUSTRIALES","MORALEJA DE MATACABRAS","3","9",,,,
"2010","1","134","0004/09","5","AREVALO-MADRIGAL","GIRASOL","CULTIV. INDUSTRIALES","MORALEJA DE MATACABRAS","51","26",,,,
"2010","1","134","0006/01","5","AREVALO-MADRIGAL","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS",,"2",,,,
"2010","1","134","0006/10","5","AREVALO-MADRIGAL","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS",,"10",,,,
"2010","1","134","0006/11","5","AREVALO-MADRIGAL","HABAS, GUISANTES","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS","7",,,,,
"2010","1","134","0006/02","5","AREVALO-MADRIGAL","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS",,"8",,,,
"2010","1","134","0006/04","5","AREVALO-MADRIGAL","VALLICO","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS",,"4",,,,
"2010","1","134","0006/06","5","AREVALO-MADRIGAL","ALFALFA","CULTIVOS FORRAJEROS","MORALEJA DE MATACABRAS","6","3",,,,
"2010","2","135","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MUÑANA",,"233",,,,
"2010","2","135","0001/03","5","AVILA","AVENA","CEREALES GRANO","MUÑANA",,"19",,,,
"2010","2","135","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MUÑANA",,"43",,,,
"2010","2","135","0001/08","5","AVILA","MAIZ","CEREALES GRANO","MUÑANA",,"1",,,,
"2010","2","135","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","MUÑANA",,"30",,,,
"2010","2","135","0004/09","5","AVILA","GIRASOL","CULTIV. INDUSTRIALES","MUÑANA",,"11",,,,
"2010","2","135","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MUÑANA",,"47",,,,
"2010","2","135","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MUÑANA","4","80",,,,
"2010","2","135","0006/02","5","AVILA","MAIZ FORRAJERO","CULTIVOS FORRAJEROS","MUÑANA",,"4",,,,
"2010","2","135","0006/06","5","AVILA","ALFALFA","CULTIVOS FORRAJEROS","MUÑANA",,"3",,,,
"2010","2","136","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MUÑICO",,"156",,,,
"2010","2","136","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MUÑICO",,"166",,,,
"2010","2","136","0001/03","5","AVILA","AVENA","CEREALES GRANO","MUÑICO",,"78",,,,
"2010","2","136","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MUÑICO",,"12",,,,
"2010","2","136","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MUÑICO",,"13",,,,
"2010","2","136","0002/06","5","AVILA","VEZA","LEGUMINOSAS GRANO","MUÑICO",,"5",,,,
"2010","2","136","0004/09","5","AVILA","GIRASOL","CULTIV. INDUSTRIALES","MUÑICO",,"18",,,,
"2010","2","136","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MUÑICO",,"23",,,,
"2010","2","136","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MUÑICO",,"26",,,,
"2010","2","138","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MUÑOGALINDO",,"204",,,,
"2010","2","138","0001/02","5","AVILA","CEBADA","CEREALES GRANO","MUÑOGALINDO",,"294",,,,
"2010","2","138","0001/04","5","AVILA","CENTENO","CEREALES GRANO","MUÑOGALINDO",,"3",,,,
"2010","2","138","0002/04","5","AVILA","GARBANZO","LEGUMINOSAS GRANO","MUÑOGALINDO",,"1",,,,
"2010","2","138","0002/05","5","AVILA","GUISANTE SECO","LEGUMINOSAS GRANO","MUÑOGALINDO",,"2",,,,
"2010","2","138","0006/01","5","AVILA","CEREALES PARA FORRAJ","CULTIVOS FORRAJEROS","MUÑOGALINDO",,"54",,,,
"2010","2","138","0006/10","5","AVILA","VEZA PARA FORRAJE","CULTIVOS FORRAJEROS","MUÑOGALINDO",,"5",,,,
"2010","2","138","0006/06","5","AVILA","ALFALFA","CULTIVOS FORRAJEROS","MUÑOGALINDO",,"7",,,,
"2010","2","139","0001/01","5","AVILA","TRIGO","CEREALES GRANO","MUÑOGRANDE",,"285",,,,
